width,height,megapixels,original_kb,brightness,contrast,complexity,sharpness,minimum_similarity,network_mbps,max_attachment_kb,intended_use,target_quality
1286,3080,3.96088,818.1881728209905,119.80668909446577,41.8429741658288,40.691729966510856,3180.784937379531,0.9762381713134446,0.256,2048.0,Email,70.62425120555932
471,677,0.318867,154.20871087068784,69.13411309483637,57.65552031233288,62.26730137300527,703.7212328290503,0.9775075852825493,5.0,500.0,Website,74.35159154829009
4673,798,3.729054,1992.8334618098859,194.68670594187233,23.422811386449787,13.32077865834543,2003.2795299912325,0.9777682070939567,0.256,500.0,Cloud storage,71.58624334392476
3152,3117,9.824784,5936.69131206058,189.70615688398638,42.16018959213005,30.458798264100928,2077.5788206978955,0.8754713218842112,5.0,500.0,High-quality archive,61.86953705622697
2178,1681,3.661218,1408.2721635242397,93.77599436186512,28.227757452603825,33.61965265063681,3392.309023854229,0.9337980418359473,5.0,1024.0,Mobile sharing,54.79348238930317
1332,2926,3.897432,855.7501558638472,110.19981105098186,93.34768953220834,17.847852414228118,2266.173906789634,0.9360182906111315,0.256,1024.0,Website,59.00721139078013
825,982,0.81015,537.2041832757177,54.60134862041541,65.80742297677645,67.97070320495475,1894.801485938221,0.8471832286448288,5.0,5120.0,Email,58.77643230133012
1709,628,1.073252,270.78814264273996,59.549418280381154,89.05531499851283,16.278316893268926,6160.995441424367,0.9240730604234704,5.0,1024.0,High-quality archive,76.19952422557044
4452,3013,13.413876,2588.8771017775703,224.89856097727093,90.35117811589829,76.52054095467713,4374.909480899727,0.9058045734210669,5.0,5120.0,Cloud storage,73.33761698938793
468,1697,0.794196,253.60226571395876,124.5436465557744,65.90484853300595,38.1210518425649,6736.8396329355,0.93287073757632,1.0,250.0,Cloud storage,70.8585439297182
1866,2885,5.38341,1966.0628144091377,194.4994803503306,28.841232758900965,4.133806952287933,2747.1723332903002,0.975476437340411,5.0,2048.0,Cloud storage,70.18608826237637
4464,3827,17.083728,2905.743295025694,143.73174604112785,88.94387304115762,35.50358209424068,6722.699376158654,0.8553096154766568,1.0,250.0,High-quality archive,63.77021643708882
2965,3666,10.86969,3341.6596083826084,187.03046068580096,28.535781270422476,64.13677247207704,3921.337242642646,0.9348939599100173,0.256,2048.0,Email,68.38950737510805
3683,3933,14.485239,2975.376999023142,216.87845920735995,67.46500306073241,69.35780165301749,4893.945176899179,0.9527157864307663,5.0,250.0,Website,64.30746423425549
3430,2801,9.60743,1815.1532987916792,63.49182037239758,65.71860754007572,74.23387594881325,4639.892443644104,0.9752692667344517,0.256,5120.0,Cloud storage,77.79947646706079
1041,2022,2.104902,1198.7181311313589,212.94956927191626,79.52957542464237,56.4422269502624,2027.6433420978917,0.872301030671924,0.256,5120.0,High-quality archive,65.03020721462906
1707,1694,2.891658,991.151717152282,91.5619341524181,41.090411410000314,73.57473223568043,123.02265329943559,0.9708543485644652,1.0,250.0,Mobile sharing,64.353368016242
2896,1993,5.771728,993.4886893367244,77.65243082522744,22.2366727949497,13.389353236665116,1186.4399816775751,0.8683247091334845,1.0,250.0,Website,49.524712319178015
3472,845,2.93384,1022.134767979567,202.11023634580832,23.52543761526098,42.6555486438379,5921.2460029127005,0.8536549752676416,5.0,500.0,Website,48.786476578227735
3783,3838,14.519154,1952.57754694527,191.82464779416262,40.72458892472548,14.297131685684178,3653.9310218327255,0.9673333273160144,10.0,250.0,Mobile sharing,56.06657972063959
2310,1901,4.39131,2262.8445322157686,125.45908716573953,86.80387507723238,6.6149335540732075,2413.9790440240176,0.8744203561578147,1.0,500.0,Email,48.635270549676534
2643,1901,5.024343,2785.2718130802346,62.82843954302356,59.85798845071602,33.7572181045747,3797.5150759542157,0.8372399600595599,10.0,5120.0,Website,47.08057197230841
2532,3375,8.5455,5459.6021018396805,62.87069533448236,55.29774184157327,29.068551018034917,6217.332292063902,0.8551912568227156,0.256,2048.0,High-quality archive,60.0423845203708
3558,2274,8.090892,2288.367651241383,160.57771940075799,84.84302290885283,52.98813260526923,1528.1519463384577,0.8278664840862746,1.0,250.0,Cloud storage,53.51208195882465
3585,2487,8.915895,2928.73042953851,81.19032570522066,32.544524623775295,80.78368561605411,875.7752024499171,0.8954363619230709,1.0,2048.0,Cloud storage,69.89835654722158
402,1819,0.731238,379.5185491495966,154.4844406608728,79.72510840837897,56.4137939060965,5397.242549651058,0.8873997774061644,5.0,1024.0,Mobile sharing,55.86150554874685
878,2446,2.147588,905.3736496914165,74.05609715036437,35.648660864510035,32.39677376687027,114.52647869334712,0.820442956122226,1.0,250.0,Email,43.48217854392842
2999,1401,4.201599,2207.126780761651,35.00250202567942,19.755357862744766,60.27392015179554,5630.156028299555,0.9348322513423031,5.0,2048.0,Email,72.55088952287375
3829,3062,11.724398,6365.119093070268,175.22161076078456,20.921576593214468,8.188267222559226,2559.7836054446007,0.9420190486274764,5.0,1024.0,Email,57.481163430356965
1939,3581,6.943559,1889.4951991986786,190.95986159474805,29.170683977603087,32.4768288755431,2837.475485513413,0.8679216715692228,1.0,250.0,Cloud storage,54.84947875653674
3908,1615,6.31142,1948.7531061336779,184.25554433066935,18.78942100291784,34.89379337172974,310.73241627711667,0.9464335099249754,10.0,250.0,Cloud storage,64.94358529506665
4917,3631,17.853627,9358.916711388307,93.2452766208976,86.05689503436992,36.681735337321996,2662.418416234413,0.9662509990773334,5.0,5120.0,Website,74.54869890193314
933,639,0.596187,160.19733113837162,92.16297209473868,48.948164876380964,41.796663767779954,2075.733375063829,0.855719063117609,10.0,2048.0,Email,50.29853195439499
3603,3435,12.376305,4107.33161463351,70.69933601736375,25.74769555229568,64.02232861022306,3310.467383205436,0.8274111281867788,10.0,5120.0,Cloud storage,58.07778054230695
1470,3439,5.05533,1919.8502513883457,216.53333795352472,30.96200167393018,18.181162080982922,6237.826406653994,0.8998431176798467,10.0,1024.0,Mobile sharing,50.68391755361617
978,615,0.60147,368.2291891561601,101.05440207151524,19.89869454534943,57.589587888968005,5189.50443799614,0.8878423481381907,1.0,1024.0,Cloud storage,59.10258546956737
4151,1281,5.317431,2427.9245602504875,151.08247857690208,58.92857568195705,74.26862375139125,4254.802346858709,0.8396824042657877,5.0,500.0,Mobile sharing,39.59197794354551
3634,607,2.205838,901.0026840916614,143.76460170806914,94.9243249099104,61.41079714533349,5947.702725581662,0.8754220862449208,0.256,1024.0,Mobile sharing,45.416507010237126
1218,1902,2.316636,1367.1755745149223,134.93793237145425,32.91694812240513,50.59432825129239,1565.5310971737345,0.8577433624757349,0.256,500.0,Email,48.33448050157673
1288,1075,1.3846,486.1001784516942,195.5856492232883,59.44904161052651,3.624405746250489,1361.7201546773451,0.9690044872332858,5.0,2048.0,High-quality archive,79.27091775473171
575,1516,0.8717,469.35863233496815,181.68478038047937,93.05596821890043,4.490471619854778,6668.048645106561,0.9540787849191787,1.0,1024.0,Mobile sharing,58.95544492671179
2905,2798,8.12819,4895.034795900112,85.16257845918835,54.379310894288515,48.93430889893298,5210.521599321044,0.8954616539266459,5.0,2048.0,Website,65.39805415484327
1849,2773,5.127277,2636.762603949389,169.79389650055631,80.86398350882608,47.33924999871322,1393.2832388957581,0.8323388933587459,5.0,2048.0,Cloud storage,56.66049627115631
1407,1709,2.404563,995.2129794029506,222.60541451187072,33.813798867913434,4.603325461946634,824.0396361490166,0.8591202975457327,1.0,2048.0,Email,49.848736558370824
3803,2435,9.260305,2550.0698914250493,134.1309599600965,16.19660447471474,58.907677304827295,4319.368010093716,0.9507218613812473,0.256,1024.0,High-quality archive,80.21301568328511
3911,787,3.077957,1455.4150120882223,62.20425305310535,30.460744089149266,59.02290317070662,6538.183941576559,0.9122054913118005,1.0,1024.0,Cloud storage,70.19778680313962
3124,1986,6.204264,998.1299858020379,110.33573087769247,87.02017680943118,69.00563763210698,6495.593801610605,0.9009532411262127,0.256,5120.0,High-quality archive,79.24325109364446
3089,866,2.675074,1540.1973201962116,162.65186423991923,66.7750029452128,24.892971554607225,3572.0474985180877,0.8236911925582924,0.256,250.0,Website,31.553874456344605
1858,1514,2.813012,1914.0627100865809,124.58209742073203,21.68513250854805,4.463072474935618,5090.542223241316,0.8500499790408094,0.256,250.0,High-quality archive,46.563287054768686
2349,3903,9.168147,3730.0122827248356,56.17561428067371,77.77926783275588,37.92042606196834,4295.298521145639,0.820630773205229,10.0,2048.0,Cloud storage,54.9528318713547
1256,2179,2.736824,820.2281894845805,224.28954148202612,33.46738517692988,77.85448732211904,6429.8680912179225,0.8686404984837369,1.0,1024.0,High-quality archive,69.97084309163813
2152,1491,3.208632,1413.4817633021794,41.82439745449119,82.82744243176205,9.872047376190318,376.45795088895034,0.8639772937788787,5.0,1024.0,Cloud storage,57.14566839705181
1889,3244,6.127916,1486.9407928460503,105.69511040118255,77.41922116951062,46.221580692465984,1262.7189970673508,0.9201497287215531,1.0,5120.0,High-quality archive,81.8846107936779
4876,894,4.359144,2318.4313014488243,82.6643134168738,83.97271313710519,34.47897247454336,1437.3245123923866,0.8948715498416375,5.0,500.0,Mobile sharing,41.90004695696508
2093,2463,5.155059,2924.91539080977,193.64133109037635,46.81358963763128,8.477908614949023,3413.626239335596,0.8515166317204863,1.0,5120.0,Email,52.443625527207715
4522,1343,6.073046,3544.0804704483667,157.68614600889236,35.91490065327264,55.08280169919066,944.0701822001477,0.8311050413275995,1.0,5120.0,Mobile sharing,42.74363389226673
4896,1311,6.418656,2480.9347762213024,215.51675463658967,50.09800547094478,76.83645162419222,6088.2239259503085,0.9313614406523364,1.0,5120.0,Website,68.39192338768103
3438,1053,3.620214,578.4189828091338,67.4974558113771,64.32429501390074,66.55821532558298,5304.538010022392,0.9133890536184048,10.0,250.0,Website,64.47290578274347
2857,3215,9.185255,4070.3958542440264,183.71529951898648,28.02307691835111,36.40870000323377,6438.226545191913,0.829844304610007,0.256,500.0,Email,41.412738911789106
3405,2031,6.915555,4472.1995162938465,177.39177414190848,16.532579030260173,42.39173140933793,6277.90845893242,0.8893841740983164,5.0,5120.0,High-quality archive,71.06234243240617
907,794,0.720158,302.6716646997062,167.16725577257805,20.229517779169655,31.26126162980293,5033.713388225205,0.8757343837232836,0.256,250.0,Website,45.62926979198427
3573,653,2.333169,1575.842852996393,210.81286317180934,52.87496431262281,16.142501629128432,5421.874368993511,0.858902332062903,10.0,5120.0,Email,48.551385270149346
678,1818,1.232604,551.1447213936987,136.23366600700618,88.97862767199341,20.577770080448154,6500.7012452341505,0.9430725250452923,0.256,1024.0,Mobile sharing,53.545206696791624
4630,2399,11.10737,6538.469899593754,195.14432258142966,41.90059103907628,45.5246494262443,5675.810022670539,0.8507268763600191,5.0,2048.0,Mobile sharing,45.891099545631434
4260,1027,4.37502,2642.166095250443,96.68935811798607,89.7540892524013,49.65257732522376,3625.844370623932,0.8841073423770088,1.0,2048.0,Cloud storage,68.52517303292814
4162,1886,7.849532,2904.467903769935,84.67307269351974,21.949217482254557,66.68579117869166,2936.171192098044,0.9014757747354692,10.0,1024.0,Cloud storage,71.97709022464167
1571,2862,4.496202,2144.59144278299,219.69022174241806,26.112312611938535,50.02858368508277,489.51913564608213,0.9186098133201749,10.0,5120.0,Mobile sharing,54.01826913951237
2370,637,1.50969,392.27494243324213,124.775144610964,20.666543730987136,76.62461099042977,5130.160704404505,0.9416505257944044,1.0,5120.0,Email,70.31541732483161
4224,1954,8.253696,1631.1180918532486,105.93930819638102,89.72677715037779,80.82542028097313,5386.70251539038,0.8511119773542657,0.256,250.0,Email,49.65416726656567
4446,2239,9.954594,3440.3421183359155,92.38209151262353,69.19056205415843,81.6846642854589,5454.554480770075,0.8977860148962487,5.0,1024.0,Email,69.88971728812649
2839,2481,7.043559,2909.583238581391,164.7388152109704,33.972305370362115,8.226309981140133,5993.024511373141,0.8463803361960109,5.0,5120.0,Cloud storage,49.186251102606676
1771,1267,2.243857,1105.287877767617,48.71109600965718,92.51933873951455,76.2081969438151,3857.087973729382,0.8695022266321397,5.0,2048.0,Cloud storage,65.94742028879106
4430,3230,14.3089,9829.026690880659,156.00252574671907,40.69803452470922,43.830064271619754,5723.404317256784,0.8570253207910385,1.0,1024.0,Website,45.66219088976722
3734,1197,4.469598,947.1062255175555,98.78232799838727,36.44799252720809,60.22518814143443,5327.338032620214,0.892960431341849,0.256,1024.0,High-quality archive,71.13054396931157
1968,2926,5.758368,4005.6420010775696,182.80514975804377,32.84898585501025,54.09606464672732,2099.949834116558,0.8487716569049333,0.256,2048.0,High-quality archive,60.813588825264894
871,2835,2.469285,733.1660677652208,178.83759067957126,90.90900438742166,50.090395435557525,3423.592146969879,0.9400203480944422,5.0,250.0,Cloud storage,74.80612580181541
3498,2195,7.67811,4635.269224823246,189.70135544394688,82.8612287879985,60.22558008515155,3737.3628599346216,0.9597251864408431,10.0,2048.0,Website,71.58669141297375
2610,3041,7.93701,3341.22491831343,48.16464311595021,32.9593640697517,66.66468350885536,822.5220861408591,0.8951680106110821,0.256,2048.0,High-quality archive,73.6375618903556
932,3449,3.214468,1818.2265846012313,112.46190609612782,26.379940347383766,57.911243383743525,1309.955926294885,0.9769085091941351,5.0,2048.0,Mobile sharing,67.39428059847044
2931,2026,5.938206,3582.646542890933,117.64632884033927,54.80079208419981,17.429705141816378,4322.025219775639,0.8673212810119022,0.256,1024.0,Cloud storage,53.889124689455286
413,463,0.191219,86.32234695442423,67.95455328903105,37.35066718270829,5.84648896713383,1227.7661832920205,0.9797636417918899,10.0,250.0,Email,71.1621775588879
3711,1573,5.837403,3741.9850909263937,133.66796131742757,17.822719953416097,61.17045728756432,6892.987389403336,0.8612884729555138,1.0,1024.0,Cloud storage,64.64042452914636
4394,1805,7.93117,4292.333313971916,106.89683405364951,90.28673003669813,67.75199320861195,242.1468243594811,0.9436571875901854,10.0,5120.0,Email,81.88966592520592
2775,1547,4.292925,1597.5159408637264,65.2978452257267,40.03190662792261,24.746597075314128,4783.360256077579,0.8486197360065352,10.0,2048.0,High-quality archive,65.35958398359423
2941,3422,10.064102,4090.547048319071,211.66274756818277,87.03753023084703,18.193581486529872,4818.856148845591,0.9517286889968732,0.256,250.0,Website,56.73876658450479
3324,2444,8.123856,3045.302675931846,187.1373645776149,78.69292872315613,5.736850495504708,2150.8961475227557,0.8876561541551548,10.0,1024.0,Website,53.096105761719954
748,1607,1.202036,763.0407951227935,125.5440275485934,74.53145808347514,42.751837532699874,3281.628905983222,0.8614983219503387,5.0,5120.0,Cloud storage,63.1383740777469
1549,2240,3.46976,1910.1732848179174,61.05746242055132,17.417976894781333,17.38382534416162,6567.2302033272645,0.950606363239838,10.0,1024.0,High-quality archive,78.84592474398313
1063,927,0.985401,442.16494955746157,69.81220401575487,39.51428838434447,80.0910715549845,6084.53569001335,0.8599270088897502,0.256,250.0,Mobile sharing,45.4108977189041
3134,1862,5.835508,2702.774576219238,90.28376445278731,38.449838410009875,21.784500039145804,6552.950772862498,0.8822193825118524,1.0,1024.0,Email,55.41705499489121
576,2929,1.687104,316.8744452758284,48.611893187986155,74.5427008465509,62.586772581858696,1891.7592861776025,0.9731616802132516,1.0,5120.0,Cloud storage,84.90733222483594
879,2507,2.203653,640.8143073568064,158.31162424011936,70.24813783573475,46.1638228789878,4297.821244749251,0.8893473331232551,0.256,2048.0,Email,58.169862991056526
1038,1526,1.583988,823.871954273139,97.63257049632267,21.282822435435953,31.291101134275575,4994.8886639312095,0.9359410182738647,0.256,500.0,High-quality archive,72.9241886504621
3967,856,3.395752,2000.1602522779312,75.74407533790841,87.46567617370803,60.94494732965073,430.303490197065,0.947885938985866,1.0,1024.0,Website,72.31284282325919
1512,1913,2.892456,1376.1702220107345,172.66991514876264,86.67812925796486,25.381474661672474,4433.895096727445,0.9279675423659028,5.0,250.0,Mobile sharing,49.59630933012367
2667,2078,5.542026,1668.180796521945,74.53010085566619,58.66633550080991,24.94409032829851,280.97048121354624,0.8282521189411688,0.256,2048.0,Cloud storage,46.941522493214826
2907,2036,5.918652,1265.5548262866728,190.43581000057708,35.914871757897586,84.6413698515182,3964.6859524980673,0.899360763123895,0.256,250.0,Mobile sharing,44.0240388357272
1942,3794,7.367948,4557.013569324082,180.7940099101856,83.909104312119,76.38948717541652,1646.9558694544146,0.9033609291565793,10.0,5120.0,Mobile sharing,60.225261395825704
3932,617,2.426044,718.6708550982534,80.96485918021406,84.60500949512836,41.035400651550155,4800.632450251876,0.8678700563816326,10.0,500.0,Cloud storage,63.0405870495144
3901,3811,14.866711,3304.3212930186032,94.35948400577661,47.23897721035027,42.11530304004486,1755.0528566696125,0.8305944511376218,5.0,2048.0,Mobile sharing,43.722368454633234
4036,3314,13.375304,8822.594622194574,169.97009359533052,62.67684138198655,56.87551940494789,4582.943223992281,0.9742889393910348,10.0,5120.0,High-quality archive,87.8146500632595
2362,3230,7.62926,996.3184114626481,135.13302419726597,67.23010718541582,61.81084687848169,2613.086395304154,0.8673031072978548,5.0,250.0,High-quality archive,71.2403331578735
3267,3709,12.117303,7763.647468210688,103.39352615996155,35.62841119505621,67.68109345900372,5088.611126797108,0.8822448415262172,5.0,5120.0,Mobile sharing,54.33128952696235
969,2654,2.571726,886.7891363823804,209.5697154526919,67.77381651294897,79.1975870811872,3347.166599360525,0.8927388518502287,1.0,5120.0,Cloud storage,68.55711753492322
3391,3858,13.082478,7807.250209829331,122.85716751662434,31.823943541524706,34.44215226478192,6571.167566048631,0.9410747882917659,1.0,250.0,Cloud storage,70.57970813739774
4645,739,3.432655,1532.2782557223347,128.45721418366537,94.01124070143891,20.89069477558516,1353.3353187091002,0.9741091676393336,1.0,2048.0,High-quality archive,87.43244099113618
3606,875,3.15525,1333.2412385540006,214.40201916909544,63.23130586789374,36.179547040041854,3880.165860182642,0.9660557857816524,10.0,5120.0,Website,67.42082644698228
2240,1949,4.36576,1690.0669812573933,76.77770098879715,57.51778094924602,50.41569106710228,2397.965316108873,0.8635389281021837,1.0,250.0,Website,45.885625543800586
2091,2961,6.191451,1587.077308149184,57.41563401024649,94.9097351811431,24.313153154902675,6277.535792225518,0.9344112266890904,5.0,1024.0,Email,69.21682038496223
2980,1891,5.63518,3392.065477323068,101.44023841655081,76.1080557129171,47.52930118424308,6367.891526892449,0.9484518994086348,5.0,250.0,High-quality archive,77.71298605482092
1418,3886,5.510348,3047.382439689016,57.78357086094292,79.59007118696961,56.09410149513404,2404.8429067777624,0.9104906701525076,10.0,1024.0,Mobile sharing,57.28190249733368
4323,3215,13.898445,9531.006769485915,143.4910541085161,56.34041934611672,36.08778951676691,997.5922113899271,0.9297940608057859,5.0,1024.0,Website,59.702106819757304
3529,3874,13.671346,7759.244710218324,81.07400510348168,72.27837446431731,4.67458357913455,5793.483494518329,0.9698783439816299,1.0,500.0,Website,61.98040209796336
2137,2684,5.735708,2480.615628441226,199.00468305798324,87.88457312168069,45.51443444807671,3217.2117823583544,0.908461752763576,1.0,5120.0,High-quality archive,75.64950538318737
1764,1581,2.788884,1536.728959126518,89.2211506850923,63.876243306520436,68.99274623389819,6211.079956395988,0.8791609092105426,1.0,2048.0,Cloud storage,67.43303811264529
1565,617,0.965605,605.4607430475207,114.57380808002127,40.38345326489776,63.60884405608601,1548.3120778002742,0.8610058883980292,5.0,5120.0,Website,52.384111282165925
617,1892,1.167364,535.526110006498,78.74953596677506,37.48099873877757,21.191319909390486,2449.039725821459,0.8890539754514664,10.0,500.0,Website,51.820811151733935
2322,3122,7.249284,1427.0989679324782,200.65632997847962,41.17288541823804,81.43395051983897,2240.829361393429,0.8332598981210112,10.0,1024.0,High-quality archive,72.2513213370253
3524,3110,10.95964,5530.937979705516,165.42914000525158,30.47915908885093,61.10768172058152,2213.7506375133444,0.937082826091841,10.0,1024.0,High-quality archive,74.48557599024058
3115,2002,6.23623,2775.5428219585033,80.08996453302211,69.24895962603401,33.72084311645584,349.4242632943059,0.9505698874191932,1.0,250.0,Email,62.28324957219713
2827,964,2.725228,1026.2244583480679,198.2274151238769,22.55356392913173,57.706355641314914,4307.700260278292,0.8476375794118506,10.0,250.0,High-quality archive,60.82561477504278
4079,3236,13.199644,4437.945762438747,108.2590877772244,56.59677011401801,11.757585479724195,3004.2077956170574,0.9243169944095236,0.256,1024.0,Email,54.395961565231595
4780,1706,8.15468,3119.068503108356,162.08621478026396,87.06130580299983,48.130792032201114,4750.758490415681,0.9727147246956149,0.256,1024.0,High-quality archive,80.96102617642171
1849,417,0.771033,137.4458390828558,185.10889012695174,34.239206536493825,26.180394298315676,1313.4841224135948,0.9759816448478208,1.0,2048.0,Website,66.18671380198134
3591,3502,12.575682,8131.299858758405,126.01646985134667,28.643314988568036,29.804187417318637,2082.5380430228397,0.8241076298091747,5.0,2048.0,Website,44.455667164576546
1053,2250,2.36925,373.2193164395293,55.750881276126265,70.25393224344771,14.424671271185407,1066.8153098985456,0.8568480314814558,5.0,2048.0,Mobile sharing,44.32425868993337
462,527,0.243474,157.36749954223302,201.5005006152753,29.78552007171779,24.758092361423305,1360.4751215333044,0.8600014214702771,5.0,5120.0,Mobile sharing,39.159195795000706
4684,3428,16.056752,2169.1835088025673,202.89718721916668,73.22093172260433,67.60840651636252,549.1851717753377,0.9333696272349667,10.0,5120.0,Email,79.72893633471985
4513,2489,11.232857,4713.125449908099,115.82539009656324,71.1030144771715,78.50734698659834,4218.297588576448,0.8228118320494683,0.256,1024.0,Mobile sharing,38.97829903305754
3247,2280,7.40316,2640.082264660538,213.60891595537154,55.13415966854442,21.093974842664633,2507.912061793497,0.8853023305911689,5.0,250.0,Mobile sharing,38.824112691615724
1825,2531,4.619075,2305.8516646838566,151.0503980492357,16.333765463067174,17.30595366443821,1200.7254135237306,0.9376761237117242,0.256,500.0,Website,47.311577857132505
952,3589,3.416728,674.587848261668,65.88070923705507,55.6722765230416,55.929565808335965,5692.877777400576,0.8405699528743409,1.0,2048.0,Mobile sharing,44.09883054780778
3747,1524,5.710428,1001.8253835799419,64.62973298263763,22.32469180483654,75.75137834385959,2668.07659510363,0.9429901042886903,5.0,1024.0,Email,72.54394030888423
2108,3406,7.179848,2901.493027573949,53.33860357235845,34.86273125441825,27.05394786282843,5037.207437014279,0.9278566698062806,1.0,2048.0,Mobile sharing,53.90775038110346
1839,3978,7.315542,1177.9443032304866,191.89208037343926,74.22151467844284,51.52446682032923,3100.0572977576608,0.9383772485230153,10.0,2048.0,Mobile sharing,64.31416194756093
1031,3478,3.585818,1489.2307387767833,157.56554704776693,80.73510859001821,40.97503788363041,1696.1636390777592,0.898505538473057,5.0,500.0,Mobile sharing,54.399426789366004
3044,2065,6.28586,3613.6626911095345,80.6171215540805,30.99881473522716,41.88319784449072,401.0053380764121,0.8765927862700307,0.256,250.0,Cloud storage,49.8078665932157
2643,2980,7.87614,4967.452827856019,138.3082176579444,37.947161738914545,8.08243970418982,999.8308180008493,0.9097947789675505,5.0,2048.0,Email,59.05030599571694
2229,1067,2.378343,741.7488727304942,95.75689068729545,91.67256113423689,19.70918903127865,484.5164288798068,0.8415107153647486,1.0,1024.0,High-quality archive,62.779972857976645
982,3505,3.44191,627.4060256266292,149.81765159121537,55.135981281628005,9.322172854007041,6046.074094398303,0.8655540893139732,1.0,5120.0,Website,51.318749030331894
4602,1962,9.029124,2350.1288910854537,193.62201538074228,43.90286732979575,16.411156963046455,3883.6736249416413,0.956002860610233,1.0,5120.0,High-quality archive,81.851854723123
3754,3927,14.741958,7312.596830157242,130.03365893263242,94.0042631597158,81.65151556801413,5949.5282216734595,0.9440510742056845,1.0,1024.0,Cloud storage,75.57603006447103
4930,3551,17.50643,2383.7664876335484,78.2135936908473,47.29859560675759,51.0648867291939,3948.1112765044736,0.8367677119701651,0.256,5120.0,Email,57.412979027474385
1422,417,0.592974,311.13334970879623,82.06821279012337,43.11235492386899,30.46193862787976,3607.2171161057267,0.9575679555351377,5.0,250.0,Mobile sharing,57.33065770614907
850,2891,2.45735,381.40997615206834,192.6959406808225,91.94601123979412,52.826250611723246,6697.733178663513,0.8864050769048218,1.0,250.0,Cloud storage,68.22905755359461
888,826,0.733488,295.2533704906898,131.45965426394892,32.40603053931466,53.250065322237056,1309.380830126796,0.872193782443056,1.0,250.0,Website,50.71937652144641
4206,2259,9.501354,5221.731579584455,45.87715222241344,49.028966418811315,82.29060347647649,422.65562720922713,0.8264637150168992,1.0,1024.0,Email,44.42777720960012
1074,3045,3.27033,1392.1487144855428,210.31901972631323,31.032604655794138,11.78929379640022,5785.672105781516,0.8936431755862008,5.0,5120.0,Mobile sharing,44.546916315794746
2570,2659,6.83363,4484.834326327015,67.62220189510212,79.05828474443227,54.784373487300435,5699.979875158021,0.889453835253922,0.256,5120.0,Website,55.36902753618077
992,3437,3.409504,570.4970872154116,205.64967651452343,39.060971851014,51.95564269346631,2047.954925905782,0.923801340100405,1.0,250.0,Mobile sharing,58.22960694935151
2027,2320,4.70264,1505.6745689005252,82.82311614110088,26.216533413697345,60.903835577249424,1219.5648761612415,0.8739054023386428,1.0,1024.0,Email,56.408024621864286
2490,3351,8.34399,5227.704685803232,164.15927285783505,82.0789372904144,61.74102482913713,1082.9910088678423,0.9764683682982545,10.0,2048.0,Email,80.85204874299795
3884,994,3.860696,881.8909488703639,151.7229232234269,48.29577064016091,58.42047904224195,2638.3726880529334,0.8500732860742339,5.0,250.0,Website,50.329134818061775
1113,599,0.666687,297.7225225269271,214.95679758226584,74.95890250874623,66.03857914045851,3587.9561176692573,0.9504726298441041,1.0,5120.0,High-quality archive,90.0
4673,780,3.64494,1826.411345698861,57.88231032580747,21.17779379349343,59.817833219506916,5851.7587518720675,0.8318637772745671,0.256,2048.0,High-quality archive,59.97690553983204
4478,1025,4.58995,2483.1674949542557,196.06595527811515,56.157867317138106,47.273870015690605,2391.180563455281,0.8581541118185971,1.0,2048.0,Mobile sharing,48.175811385097454
1922,1556,2.990632,855.5508374067324,85.88042671355952,19.04763344178849,26.048152036911247,228.27387293458483,0.8609482926449535,10.0,1024.0,Email,50.3972463005598
3574,1629,5.822046,3943.946383677315,104.78540668454136,22.067265591170973,64.47095267964568,198.05116708432445,0.8556741335177993,5.0,250.0,High-quality archive,60.10780454103972
3493,419,1.463567,601.3255781681632,115.55983416020622,67.21957316385115,26.759015262678485,6122.183033262736,0.8891671081587572,5.0,2048.0,Mobile sharing,46.16507702193223
2046,1520,3.10992,1111.578808456583,99.86065389592417,18.11103917300337,9.69999412609194,424.7332661019311,0.8239064778156843,10.0,250.0,Cloud storage,43.79968037626783
3593,3273,11.759889,7196.782687304618,153.52206867083964,64.9250480992536,13.162403217347364,4907.809207814588,0.9030805327657921,1.0,250.0,Cloud storage,55.5988791669171
4791,2109,10.104219,5556.217584086745,54.77724249225011,17.139398859522608,5.3102905321125355,1233.213065315186,0.9311917443350068,10.0,500.0,Website,51.11281864158887
2568,3956,10.159008,4409.270455312795,109.83724087115033,56.50799160390651,45.63761460840109,3318.144210796306,0.961700259178929,5.0,500.0,Cloud storage,69.00875275462212
1787,2170,3.87779,2404.5948565131603,93.1217388934921,36.70375186626951,84.79804787530485,4111.530924279056,0.8396869193825583,10.0,500.0,Mobile sharing,35.80027971205352
2684,3949,10.599116,3979.484276310504,78.72545777563371,60.57847739302537,36.190291960674855,431.9746975859995,0.8225100043653286,10.0,1024.0,High-quality archive,66.08731468849392
4533,3421,15.507393,8412.114266796347,181.47891960647058,63.18456587429476,50.369005612802106,395.32483242341965,0.8295194194916452,10.0,2048.0,Mobile sharing,34.84241545118637
1618,1270,2.05486,851.4042370148043,66.1910979864095,78.18716484400204,69.20499794988527,5902.895318263199,0.8884597057973799,0.256,2048.0,Cloud storage,69.17968485843382
4295,3235,13.894325,6472.951485708867,100.96963717436394,37.1123863272339,56.52493355215135,978.6877521701341,0.9576196030540414,1.0,1024.0,Cloud storage,70.60526623738112
